device_name,update_time,link,Temp,RH,CO2,PM2.5,PM10,eTVOC,Noise
QP338,"16:26, Apr 26",https://qingpingiot.com/deviceDetail/796490791057AFC6F1DF2F4B352C5F78?group_id=undefined,--,--,--,--,--,--,--
QP339,"18:23, Apr 26",https://qingpingiot.com/deviceDetail/7F5CD80CF03DDE4F516D46C66364500C?group_id=undefined,--,--,--,--,--,--,--
QP340,"16:49, Apr 26",https://qingpingiot.com/deviceDetail/8D1668D6BFD3B3DA81CAEE8ECD290AFF?group_id=undefined,--,--,--,--,--,--,--
QP341,"18:45, Apr 26",https://qingpingiot.com/deviceDetail/86F7153250EBB367DB06B77E292D28AF?group_id=undefined,28.2,58.4%,4116,22,22,41,69
QP342,"15:54, Apr 26",https://qingpingiot.com/deviceDetail/3C0EFCC279168744C7EF4CC4CE95B47A?group_id=undefined,--,--,--,--,--,--,--
QP343,"15:39, Apr 26",https://qingpingiot.com/deviceDetail/DBC1CD169302CCEFBDDD98F7D90017B9?group_id=undefined,--,--,--,--,--,--,--
QP344,"15:45, Apr 26",https://qingpingiot.com/deviceDetail/6FBC72E4FA983E9898FEDF0D673B12C6?group_id=undefined,27.2,67.9%,3757,19,20,52,70
QP345,"15:09, Apr 26",https://qingpingiot.com/deviceDetail/5053A375CEE0D714E2412D4FA65E3367?group_id=undefined,--,--,--,--,--,--,--
QP346,"15:32, Apr 26",https://qingpingiot.com/deviceDetail/6D9DA2C57894B60F750D7875DACE3E42?group_id=undefined,--,--,--,--,--,--,--
QP347,"15:15, Apr 26",https://qingpingiot.com/deviceDetail/C6C7C8A4402B7D9FC153C83FF3207241?group_id=undefined,26.7,68.9%,3763,18,18,46,63
QP348,"15:08, Apr 26",https://qingpingiot.com/deviceDetail/C2B48CCCCF97D32D6CCDFAB4A2ADA81F?group_id=undefined,--,--,--,--,--,--,--
QP349,"15:53, Apr 26",https://qingpingiot.com/deviceDetail/69153106B318740897977A1EBF3DD514?group_id=undefined,--,--,--,--,--,--,--
QP350,"17:10, Apr 26",https://qingpingiot.com/deviceDetail/5C7D92F7CC10291EB29E60C4B93E8600?group_id=undefined,--,--,--,--,--,--,--
QP351,"16:26, Apr 26",https://qingpingiot.com/deviceDetail/BB10A06CFD6D2FD7E77D5EF3EC564F8F?group_id=undefined,--,--,--,--,--,--,--
QP352,"15:48, Apr 26",https://qingpingiot.com/deviceDetail/C697F914CCEE0BD50E871903092DB7A9?group_id=undefined,--,--,--,--,--,--,--
QP353,"18:45, Apr 26",https://qingpingiot.com/deviceDetail/7C22C492D54790273FD66FDB71820BC5?group_id=undefined,29.7,58.6%,3855,26,29,35,60
QP354,"15:42, Apr 26",https://qingpingiot.com/deviceDetail/C29C935BFA294214CC8F2AE5960750FF?group_id=undefined,--,--,--,--,--,--,--
QP355,"19:15, Apr 26",https://qingpingiot.com/deviceDetail/7A6B99F2DCA34FC653B8F06D7C286C2B?group_id=undefined,27.9,63.2%,4332,27,27,42,65
QP356,"20:00, Apr 26",https://qingpingiot.com/deviceDetail/4E3352217090883D37C1495B7630496C?group_id=undefined,27.1,66.2%,4138,23,24,52,73
QP357,"15:19, Apr 26",https://qingpingiot.com/deviceDetail/BF4DC97A3136E6B49826E7A194287040?group_id=undefined,--,--,--,--,--,--,--
QP358,"15:30, Apr 26",https://qingpingiot.com/deviceDetail/27EBBF0905F578AE6F1CD1265B7E19D5?group_id=undefined,27.6,67.5%,3664,19,19,50,66
QP359,"15:32, Apr 26",https://qingpingiot.com/deviceDetail/7981152A128A02D7ED115E354BEC869F?group_id=undefined,--,--,--,--,--,--,--
QP360,"15:17, Apr 26",https://qingpingiot.com/deviceDetail/FC1FB55F2F913731E1D0A733D79F59FC?group_id=undefined,--,--,--,--,--,--,--
QP361,"16:33, Apr 26",https://qingpingiot.com/deviceDetail/1E56DF36B85287E73218DFC6EF085542?group_id=undefined,--,--,--,--,--,--,--
QP362,"13:30, Apr 30",https://qingpingiot.com/deviceDetail/FC16BA26B91C815D248B60E94A5578C7?group_id=undefined,23.4,72.9%,1164,7,7,52,52
QP363,"16:00, May 6",https://qingpingiot.com/deviceDetail/015EC86643A145C1510FD56EB3667F6C?group_id=undefined,23.9,63.2%,1119,6,6,30,53
QP364,"16:00, May 6",https://qingpingiot.com/deviceDetail/6252C6746E2B4F428A94D0D1E96DD4B7?group_id=undefined,24.6,65%,1202,6,6,32,52
QP365,"15:45, May 1",https://qingpingiot.com/deviceDetail/55DC0D738839070BECF89C5A56105E80?group_id=undefined,23.4,67.8%,1036,9,9,28,48
QP366,"15:45, May 1",https://qingpingiot.com/deviceDetail/F43555E926E9EA565F40279D7475883F?group_id=undefined,23.2,70.3%,1033,10,10,33,49
QP367,"15:45, May 1",https://qingpingiot.com/deviceDetail/2900C8E6036ACA632B259F1D64D7E64E?group_id=undefined,24.2,70.5%,941,10,12,25,46
QP368,"15:45, May 1",https://qingpingiot.com/deviceDetail/D99268599A60013009AB60D9F44226A2?group_id=undefined,24.3,73.8%,859,9,9,14,51
QP369,"15:45, May 1",https://qingpingiot.com/deviceDetail/1C09885AE1E71632FD439EECEDF1C57B?group_id=undefined,24,73.8%,918,9,9,24,46
QP370,"15:45, May 1",https://qingpingiot.com/deviceDetail/7788D4BEE6C668DA399404FE6A47F129?group_id=undefined,24.1,68.1%,973,8,8,33,47
QP371,"15:45, May 1",https://qingpingiot.com/deviceDetail/BB3975BAA5CC095581A23A0E95C3A3F8?group_id=undefined,23.7,76.2%,916,9,9,13,47
QP372,"15:45, May 1",https://qingpingiot.com/deviceDetail/DCCC54E5F9108DE7B6F5334DFCBACB33?group_id=undefined,24.4,65.5%,1033,10,10,17,48
QP373,"15:52, May 1",https://qingpingiot.com/deviceDetail/C5C239390E91B10FC946DE71A2EB33F7?group_id=undefined,--,--,--,--,--,--,--
QP374,"15:45, May 1",https://qingpingiot.com/deviceDetail/C74488A76D6C961C2E212D7C4D17E553?group_id=undefined,24.9,66.3%,873,10,10,19,46
QP375,"15:45, May 1",https://qingpingiot.com/deviceDetail/39901848D67685B2B872FFD9FB0FFB52?group_id=undefined,25.2,69.3%,936,9,9,19,45
QP376,"15:50, May 1",https://qingpingiot.com/deviceDetail/D42DAEE13110A5CA77921556E5A5539D?group_id=undefined,--,--,--,--,--,--,--
QP377,"15:45, May 1",https://qingpingiot.com/deviceDetail/CA5245B3216F01301210416C13067707?group_id=undefined,--,--,--,--,--,--,--
QP378,"15:45, May 1",https://qingpingiot.com/deviceDetail/E2E5C988FB4E09ACE6940149256C756F?group_id=undefined,25.5,62.7%,1043,8,9,12,47
QP379,"15:45, May 1",https://qingpingiot.com/deviceDetail/A212F875C9022E0A099F8756893A24A0?group_id=undefined,25.4,65.8%,1073,7,7,16,47
QP380,"15:45, May 1",https://qingpingiot.com/deviceDetail/A481923CB50E592E2BD25712BD2932B8?group_id=undefined,25.7,62.8%,1044,9,9,19,44
QP381,"15:45, May 1",https://qingpingiot.com/deviceDetail/0923917E4EBC9390600A1CD5CB0FE5E4?group_id=undefined,25.4,67.5%,976,9,9,11,48
QP382,"15:45, May 1",https://qingpingiot.com/deviceDetail/E0ACB5CA9BBF348468611248FBE0B052?group_id=undefined,25.5,65.2%,915,9,9,25,47
QP383,"15:45, May 1",https://qingpingiot.com/deviceDetail/62C3920A3155A492C8053EC5EC8BA922?group_id=undefined,25.7,67%,1088,9,12,14,48
QP384,"15:45, May 1",https://qingpingiot.com/deviceDetail/80269D56EB31F41E6354807C5CF535A8?group_id=undefined,24.8,64.1%,1203,8,8,17,48
QP385,"15:45, May 1",https://qingpingiot.com/deviceDetail/F8670220ADD03A4BB717C1F10AAE0745?group_id=undefined,25,74%,1059,8,9,15,45
QP386,"12:15, May 1",https://qingpingiot.com/deviceDetail/845626A75A4A20C7C446D617D886BD98?group_id=undefined,24.2,73.4%,1055,7,7,37,48
QP387,"15:45, May 1",https://qingpingiot.com/deviceDetail/05260DD1EA0CA325258A7494D21BD540?group_id=undefined,24.7,70.5%,1101,10,10,26,46
QP388,"15:45, May 1",https://qingpingiot.com/deviceDetail/7B666A4F9B38FFEF4C6C417DAEABAD52?group_id=undefined,25.3,64.1%,969,9,11,18,47
QP389,"15:45, May 1",https://qingpingiot.com/deviceDetail/3301D376C494008C8512D69B250CE8A9?group_id=undefined,24.8,63.1%,1044,7,7,9,47
QP390,"15:45, May 1",https://qingpingiot.com/deviceDetail/5E75E146FEBA68673148B6C762CA62B1?group_id=undefined,26.1,61.7%,982,9,10,19,45
QP391,"16:45, Apr 30",https://qingpingiot.com/deviceDetail/4104B8E76BFF132D0BC92D338B54AA8D?group_id=undefined,25.1,64.8%,1336,8,8,38,43
QP392,"12:15, May 1",https://qingpingiot.com/deviceDetail/1E344042C9A270F4CBEE1875F2ADB930?group_id=undefined,24.6,68.3%,1050,6,6,42,51
QP393,"16:45, Apr 30",https://qingpingiot.com/deviceDetail/297AE6235103DA23C27B5AA3937D6CEB?group_id=undefined,24.6,66.2%,1325,6,6,35,45
QP394,"16:45, Apr 30",https://qingpingiot.com/deviceDetail/C2B44004B1044E97A4C05B260B5DCD15?group_id=undefined,23.5,77.3%,1293,7,8,45,43
QP395,"12:15, May 1",https://qingpingiot.com/deviceDetail/33B1F1CA9AD50C8014DB9325E91E9CBE?group_id=undefined,24.4,69.1%,943,6,6,44,50
QP396,"16:45, Apr 30",https://qingpingiot.com/deviceDetail/0A44446F215BA54EB8F105CAD1D747F8?group_id=undefined,24.7,72.9%,1287,7,7,45,48
QP397,"16:45, Apr 30",https://qingpingiot.com/deviceDetail/1E73DBE29DE6C6375D0F5FAFAC6404FA?group_id=undefined,24.1,66.4%,1248,7,7,34,44
QP398,"16:45, Apr 30",https://qingpingiot.com/deviceDetail/920C398A65D3E5138525680C6DB15323?group_id=undefined,24.2,69.5%,1352,7,7,27,49
QP399,"16:45, Apr 30",https://qingpingiot.com/deviceDetail/67CB3DD2D9B380A80FF8E6078717E0FB?group_id=undefined,24.7,73.4%,1377,8,9,43,51
QP400,"16:45, Apr 30",https://qingpingiot.com/deviceDetail/488C3EEB801213B19C8DD3F2B4264040?group_id=undefined,24.9,66.8%,1262,7,8,39,49
QP401,"16:45, Apr 30",https://qingpingiot.com/deviceDetail/AAB7EC4A1656A4484F71C3D70A724E54?group_id=undefined,24.8,66%,1278,7,7,38,50
QP402,"12:15, May 1",https://qingpingiot.com/deviceDetail/AB8184948D314F0B56B1E4CD0BF9F497?group_id=undefined,24.2,69.8%,1125,6,6,46,49
QP403,"16:45, Apr 30",https://qingpingiot.com/deviceDetail/33D5C11BFB990EFD063F23C2A96A3E91?group_id=undefined,24.2,72.7%,1237,9,9,33,47
QP404,"12:15, May 1",https://qingpingiot.com/deviceDetail/7ED7120137CFEE0C0B96331BDA74C99E?group_id=undefined,24.2,67.5%,1170,7,7,42,56
QP405,"16:45, Apr 30",https://qingpingiot.com/deviceDetail/DBF5465366CFEEF0FFB0CC9F0140DEAF?group_id=undefined,24.7,69.2%,1318,7,8,33,51
QP406,"12:26, May 1",https://qingpingiot.com/deviceDetail/E594F1A2FD12E0F68C3E970A812CB33F?group_id=undefined,--,--,--,--,--,--,--
QP407,"14:00, Apr 30",https://qingpingiot.com/deviceDetail/BAC926E37A543EEBC1D26D837E862587?group_id=undefined,24.9,67.5%,1230,12,12,56,44
QP408,"14:00, Apr 30",https://qingpingiot.com/deviceDetail/B00B8A1D99F93145B6B39C6430B2542F?group_id=undefined,24.3,69.6%,1223,9,10,45,47
QP409,"12:15, May 1",https://qingpingiot.com/deviceDetail/E97149CBE7DB18F007E5A9393A182A45?group_id=undefined,24,71.5%,1059,5,5,47,49
QP410,"14:01, Apr 30",https://qingpingiot.com/deviceDetail/BDC3463C08E1740FB539E6124EFD5C14?group_id=undefined,--,--,--,--,--,--,--
QP411,"14:02, Apr 30",https://qingpingiot.com/deviceDetail/7548CBE157207F50314A9EA752C666EF?group_id=undefined,--,--,--,--,--,--,--
QP412,"14:03, Apr 30",https://qingpingiot.com/deviceDetail/46000BBA1DB33165D3D4ABBD641E2A7A?group_id=undefined,--,--,--,--,--,--,--
QP413,"17:09, Apr 30",https://qingpingiot.com/deviceDetail/769E7F6F7EF62130C602B7615D95D3ED?group_id=undefined,--,--,--,--,--,--,--
QP414,"14:04, Apr 30",https://qingpingiot.com/deviceDetail/280C516A96590213DCF630121B5FF2AF?group_id=undefined,--,--,--,--,--,--,--
QP415,"14:15, Apr 30",https://qingpingiot.com/deviceDetail/255D061D8B7EAAB349F87C9AF410ABBE?group_id=undefined,24.7,76.1%,1251,8,8,47,45
QP416,"12:20, May 1",https://qingpingiot.com/deviceDetail/7E2D902FB526E96D5A5BCB0BDEBFE8D9?group_id=undefined,--,--,--,--,--,--,--
QP417,"14:07, Apr 30",https://qingpingiot.com/deviceDetail/5617886F2DCF7903DD3C6DE61FDBBA01?group_id=undefined,--,--,--,--,--,--,--
QP418,"14:05, Apr 30",https://qingpingiot.com/deviceDetail/66E6B85A845054563C94732052FC6D45?group_id=undefined,--,--,--,--,--,--,--
QP419,"12:23, May 1",https://qingpingiot.com/deviceDetail/2BFBB4B3207676B922B3E9C19A53FF15?group_id=undefined,--,--,--,--,--,--,--
QP420,"14:06, Apr 30",https://qingpingiot.com/deviceDetail/F9A45427EF53962F21E21AF301677750?group_id=undefined,--,--,--,--,--,--,--
QP421,"14:06, Apr 30",https://qingpingiot.com/deviceDetail/2C8DE7DA3A72AF7F4C314C0D466E1914?group_id=undefined,--,--,--,--,--,--,--
QP422,"16:00, May 6",https://qingpingiot.com/deviceDetail/36AC097312F3E34F0D842AB225661596?group_id=undefined,24.5,68%,1222,7,7,29,49
QP423,"16:00, May 6",https://qingpingiot.com/deviceDetail/870C981093828417ED0439839270F089?group_id=undefined,24.4,68.6%,1257,6,6,36,48
QP424,"16:00, May 6",https://qingpingiot.com/deviceDetail/22053BF82B85F3DA7ABCB8B4F3F561A9?group_id=undefined,24.6,63.9%,1090,6,6,32,50
QP425,"16:00, May 6",https://qingpingiot.com/deviceDetail/23BFFD6AEB2E83EC889D5FCA7CA9B749?group_id=undefined,24.4,62.5%,1262,7,7,30,54
QP426,"16:00, May 6",https://qingpingiot.com/deviceDetail/41B75D1EF3AE5E8BDC25C2E80B887372?group_id=undefined,25.3,70%,1352,6,7,26,49
QP427,"16:00, May 6",https://qingpingiot.com/deviceDetail/E42D48521326679364D4B8BAFB0B6AA0?group_id=undefined,25.4,64%,1284,6,6,36,48
QP428,"16:00, May 6",https://qingpingiot.com/deviceDetail/89897C989EBBB97E55DE0AD01C14B64F?group_id=undefined,25.3,63.6%,1315,6,6,37,53
QP429,"16:00, May 6",https://qingpingiot.com/deviceDetail/9F205AF5DB9624F49CB77FE61D072B6B?group_id=undefined,25.4,73.7%,1356,5,5,36,50
QP430,"16:00, May 6",https://qingpingiot.com/deviceDetail/42855741BE54B1E49EFC3E210E109E36?group_id=undefined,25.1,61.6%,1300,5,5,38,50
QP431,"16:00, May 6",https://qingpingiot.com/deviceDetail/CACF28ABF4F52D83C578ED59B5A076D1?group_id=undefined,23.7,65.2%,1322,5,5,32,51
QP432,"16:00, May 6",https://qingpingiot.com/deviceDetail/7DF874025D4FE0E04C8CA53CC97EAB57?group_id=undefined,24.3,64.7%,1298,5,5,35,50
QP433,"16:00, May 6",https://qingpingiot.com/deviceDetail/8778EA610CE3BD7B82C2A4DB9FCC70AD?group_id=undefined,24.7,61.6%,1402,7,7,29,52
QP434,"16:00, May 6",https://qingpingiot.com/deviceDetail/95CD67F376011BA25C76F3DE14E1D766?group_id=undefined,25.4,61.7%,1252,6,6,33,51
QP435,"16:00, May 6",https://qingpingiot.com/deviceDetail/B65348BCD07011658BD6EE32BF399880?group_id=undefined,24.4,64.9%,1259,6,6,27,53
QP436,"16:00, May 6",https://qingpingiot.com/deviceDetail/A3FC588E34FE09865354F7A91F14FBA8?group_id=undefined,23.6,66.8%,1236,6,7,35,55
QP437,"16:00, May 6",https://qingpingiot.com/deviceDetail/36641AA9AFD086D8C443E592C0BB2216?group_id=undefined,22.9,69.8%,1111,7,8,37,53
QP438,"17:45, May 6",https://qingpingiot.com/deviceDetail/BF1F6D2D4200FACB9F48CD57E3276FC9?group_id=undefined,24.7,69.3%,1433,5,5,52,54
QP439,"17:45, May 6",https://qingpingiot.com/deviceDetail/B62F41F3E31DC15211FB1C0259F7752F?group_id=undefined,24.9,65.9%,1439,4,4,52,50
QP440,"17:45, May 6",https://qingpingiot.com/deviceDetail/CDDA24193E3E31F7206BE9B6CAB15EDE?group_id=undefined,24.1,64.4%,1378,6,6,52,66
QP441,"17:46, May 6",https://qingpingiot.com/deviceDetail/6F41733E478FD354C401DD03212AEB86?group_id=undefined,--,--,--,--,--,--,--
QP442,"17:48, May 6",https://qingpingiot.com/deviceDetail/1CFAFCF773331D1146CE21DE94C8168A?group_id=undefined,--,--,--,--,--,--,--
QP443,"17:45, May 6",https://qingpingiot.com/deviceDetail/FC84240FB4B1E11BFB7DBB5FD7C275A0?group_id=undefined,24.3,66.7%,1535,5,5,52,49
QP444,"17:45, May 6",https://qingpingiot.com/deviceDetail/0D2C328D0C71BAEB4DEC4D07396A4862?group_id=undefined,24.5,71.7%,1391,5,5,52,54
QP445,"17:45, May 6",https://qingpingiot.com/deviceDetail/12F97677B0F45CDCB9CF9B73E68CB615?group_id=undefined,24.9,69.2%,1423,5,5,52,50
QP446,"17:45, May 6",https://qingpingiot.com/deviceDetail/2303B459849FA0B87A0A49C554662841?group_id=undefined,25.2,64.3%,1381,5,5,52,51
QP447,"17:45, May 6",https://qingpingiot.com/deviceDetail/89EC0A86C72FC48C903C79EF95D051FB?group_id=undefined,25.4,72.1%,1463,5,5,52,51
QP448,"17:45, May 6",https://qingpingiot.com/deviceDetail/5D11BB6A18F839117D4BDBCB4622AB9C?group_id=undefined,25.1,67%,1285,5,5,52,48
QP449,"20:07, May 16",https://qingpingiot.com/deviceDetail/A677F602A1B95860E466E216C1F55460?group_id=undefined,24.7,61.4%,707,10,10,49,44
